,datasetId,startTime,endTime,value,timestamp,Time (UTC),Air temperature,Precipitation amount,Wind speed,Cloud amount,Relative humidity,Dew-point temperature,Air temperature (Min),Air temperature (Max),Air temperature (Mean),Air temperature (Median),Precipitation amount (Min),Precipitation amount (Max),Precipitation amount (Mean),Precipitation amount (Median),Wind speed (Min),Wind speed (Max),Wind speed (Mean),Wind speed (Median),Cloud amount (Min),Cloud amount (Max),Cloud amount (Mean),Cloud amount (Median),Relative humidity (Min),Relative humidity (Max),Relative humidity (Mean),Relative humidity (Median),Dew-point temperature (Min),Dew-point temperature (Max),Dew-point temperature (Mean),Dew-point temperature (Median),hour,day_of_week,month,is_weekend,lag_1h_consumption,rolling_mean_24h,temp_hour_interaction,price
13,316,2025-04-05T19:00:00.000Z,2025-04-05T20:00:00.000Z,1.0235146026678434,2025-04-05 20:00:00,2025-04-05 20:00:00,-1.1873348950843203,0.0,-0.9154043687217082,2.9272727272727272,60.42439024390244,-10.299024390243904,-11.5,1.2,-3.457073170731708,-3.5,0.0,0.0,0.0,0.0,0.0,9.7,2.9796296296296294,2.35,0.0,8.0,2.9272727272727272,0.0,35.0,93.0,60.42439024390244,58.0,-15.0,-2.9,-10.299024390243904,-10.9,20,5,4,1,91.5,,-69.14146341463416,1.0235146026678414
14,316,2025-04-05T20:00:00.000Z,2025-04-05T21:00:00.000Z,1.0235146026678434,2025-04-05 21:00:00,2025-04-05 21:00:00,-1.2956998097291117,0.0,-0.9226468114842874,3.263636363636364,64.0390243902439,-10.026829268292683,-13.0,1.4,-3.968292682926829,-4.0,0.0,0.0,0.0,0.0,0.0,10.1,2.9685185185185183,2.3,0.0,8.0,3.263636363636364,1.0,39.0,94.0,64.0390243902439,63.0,-14.8,-2.3,-10.026829268292683,-10.6,21,5,4,1,91.5,,-83.33414634146341,1.0235146026678414
15,316,2025-04-05T21:00:00.000Z,2025-04-05T22:00:00.000Z,1.212954633128219,2025-04-05 22:00:00,2025-04-05 22:00:00,-1.3806959546127175,0.0016949152542372,-1.0176032832603272,2.890909090909091,66.51219512195122,-9.920487804878048,-14.7,1.6,-4.369268292682927,-4.4,0.0,0.2,0.0016949152542372,0.0,0.0,11.2,2.82283950617284,2.3,0.0,8.0,2.890909090909091,0.0,40.0,94.0,66.51219512195122,65.0,-16.3,-2.1,-9.920487804878048,-10.6,22,5,4,1,91.5,,-96.12390243902439,1.212954633128217
16,316,2025-04-05T22:00:00.000Z,2025-04-05T23:00:00.000Z,-0.28362160750874926,2025-04-05 23:00:00,2025-04-05 23:00:00,-1.4580403784240765,0.0008474576271186,-1.0779569729484888,3.345454545454545,69.26341463414634,-9.73951219512195,-15.9,1.6,-4.734146341463415,-4.8,0.0,0.1,0.0008474576271186,0.0,0.0,10.1,2.730246913580247,2.2,0.0,8.0,3.345454545454545,1.0,39.0,95.0,69.26341463414634,70.0,-17.8,-1.3,-9.73951219512195,-10.2,23,5,4,1,92.5,,-108.88536585365854,-0.2836216075087503
17,316,2025-04-05T23:00:00.000Z,2025-04-06T00:00:00.000Z,-0.28362160750874926,2025-04-06 00:00:00,2025-04-06 00:00:00,-1.5045711146742258,0.0016949152542372,-1.1098182230451505,3.8256880733944953,71.0,-9.626470588235296,-15.0,1.8,-4.953658536585366,-5.0,0.0,0.2,0.0016949152542372,0.0,0.0,8.2,2.681366459627329,2.2,0.0,8.0,3.8256880733944953,4.0,43.0,97.0,71.0,72.5,-17.0,-0.2,-9.626470588235296,-10.2,0,6,4,1,84.6,,-0.0,-0.2836216075087503
18,316,2025-04-06T00:00:00.000Z,2025-04-06T01:00:00.000Z,-0.28362160750874926,2025-04-06 01:00:00,2025-04-06 01:00:00,-1.532489556424315,0.0025423728813559,-1.1427365998804488,4.6909090909090905,72.62926829268292,-9.437560975609756,-15.1,2.1,-5.085365853658536,-4.9,0.0,0.2,0.0025423728813559,0.0,0.0,10.2,2.630864197530864,2.1,0.0,8.0,4.6909090909090905,7.0,44.0,97.0,72.62926829268292,74.0,-17.2,0.0,-9.437560975609756,-9.9,1,6,4,1,84.6,,-5.085365853658536,-0.2836216075087503
19,316,2025-04-06T01:00:00.000Z,2025-04-06T02:00:00.000Z,-0.28362160750874926,2025-04-06 02:00:00,2025-04-06 02:00:00,-1.5391072611354475,0.0016949152542372,-1.1354941571178692,4.836363636363636,73.98536585365854,-9.20341463414634,-15.1,2.2,-5.116585365853659,-5.0,0.0,0.2,0.0016949152542372,0.0,0.0,17.0,2.6419753086419755,2.0,0.0,8.0,4.836363636363636,7.0,44.0,97.0,73.98536585365854,75.0,-17.2,0.1,-9.20341463414634,-9.6,2,6,4,1,84.6,,-10.233170731707318,-0.2836216075087503
20,316,2025-04-06T02:00:00.000Z,2025-04-06T03:00:00.000Z,-0.28362160750874926,2025-04-06 03:00:00,2025-04-06 03:00:00,-1.5316623433354237,0.0008474576271186,-1.1564167695430987,5.2,75.28780487804877,-8.933170731707317,-16.1,2.2,-5.081463414634147,-5.0,0.0,0.1,0.0008474576271186,0.0,0.0,18.6,2.6098765432098765,2.0,0.0,8.0,5.2,7.0,49.0,97.0,75.28780487804877,77.0,-18.2,0.6,-8.933170731707317,-9.4,3,6,4,1,84.6,,-15.24439024390244,-0.2836216075087503
21,316,2025-04-06T03:00:00.000Z,2025-04-06T04:00:00.000Z,-0.6814456714755369,2025-04-06 04:00:00,2025-04-06 04:00:00,-1.456696157154628,0.0008474576271186,-1.1724518439076914,5.4818181818181815,75.35121951219512,-8.561951219512196,-15.6,2.2,-4.727804878048781,-4.7,0.0,0.1,0.0008474576271186,0.0,0.0,14.2,2.585276073619632,2.0,0.0,9.0,5.4818181818181815,7.0,49.0,98.0,75.35121951219512,76.0,-17.6,0.7,-8.561951219512196,-9.2,4,6,4,1,84.6,,-18.911219512195125,-0.6814456714755391
22,316,2025-04-06T04:00:00.000Z,2025-04-06T05:00:00.000Z,-0.6814456714755369,2025-04-06 05:00:00,2025-04-06 05:00:00,-1.2026383372288136,0.0050847457627118,-1.1684529491308073,5.118181818181818,72.22926829268293,-7.9521951219512195,-12.5,2.4,-3.529268292682927,-3.6,0.0,0.2,0.0050847457627118,0.0,0.0,15.2,2.591411042944785,2.2,0.0,8.0,5.118181818181818,7.0,48.0,97.0,72.22926829268293,72.0,-14.7,1.0,-7.9521951219512195,-8.7,5,6,4,1,82.5,,-17.646341463414636,-0.6814456714755391
23,316,2025-04-06T05:00:00.000Z,2025-04-06T06:00:00.000Z,1.212954633128219,2025-04-06 06:00:00,2025-04-06 06:00:00,-0.9039110105028565,0.0101694915254237,-1.1028710747899046,5.563636363636364,67.68780487804878,-7.532195121951219,-9.2,2.9,-2.12,-2.2,0.0,0.9,0.0101694915254237,0.0,0.3,13.5,2.6920245398773006,2.2,0.0,8.0,5.563636363636364,7.0,40.0,97.0,67.68780487804878,66.0,-12.8,1.2,-7.532195121951219,-8.5,6,6,4,1,82.5,87.60833333333333,-12.72,1.212954633128217
